area_id,wkt
208,"POLYGON((-122.923665994509 45.5632662124891,-122.905708115371 45.5565758245562,-122.905697764156 45.557453569796,-122.905591164822 45.5713993038256,-122.911230683311 45.5714635703384,-122.911385552008 45.5655208704457,-122.923653724779 45.5654770182371,-122.923665994509 45.5632662124891))"
213,"POLYGON((-122.865378953435 45.3462496801667,-122.865687 45.346248,-122.865581 45.350132,-122.86578 45.353612,-122.865911 45.367929,-122.865649502043 45.3679405221131,-122.865653 45.368064,-122.867127 45.447678,-122.867134171932 45.4479926685036,-122.888111 45.447935,-122.888115 45.455104,-122.891834 45.455126,-122.891817 45.458884,-122.894454 45.458871,-122.894388 45.464055,-122.894911 45.465364,-122.895084 45.46672,-122.896043 45.468067,-122.898345 45.469382,-122.898334 45.468761,-122.903497 45.468957,-122.90345 45.469948,-122.904239 45.469965,-122.904208 45.470585,-122.903556 45.470663,-122.903521 45.472367,-122.900844 45.472329,-122.900768 45.47071,-122.898383 45.470634,-122.898388 45.474149,-122.900835 45.474144,-122.901027 45.475449,-122.903462 45.475581,-122.903429 45.47684,-122.896906 45.476921,-122.897156 45.481882,-122.898346 45.48197,-122.89832 45.48403,-122.905545 45.484066,-122.905591 45.486531,-122.904721 45.486517,-122.892722 45.486332,-122.892012 45.489853,-122.891731 45.496628,-122.912133 45.498684,-122.912598 45.490438,-122.919346 45.492464,-122.9197 45.490866,-122.921328 45.490867,-122.923629 45.49008,-122.924011 45.491662,-122.926937 45.492429,-122.929793 45.491549,-122.929782 45.491104,-122.930568 45.491392,-122.939343 45.491435,-122.938254 45.48779,-122.94089 45.487303,-122.940915 45.486611,-122.94251 45.486413,-122.941888 45.48824,-122.941531 45.489876,-122.943338 45.491314,-122.94701 45.491019,-122.949601 45.490378,-122.953527 45.49022,-122.957064 45.489101,-122.958562 45.488802,-122.958555 45.490924,-122.959639 45.491259,-122.960365 45.490994,-122.969262 45.494671,-122.969693 45.493536,-122.974414 45.493996,-122.974047 45.500912,-122.972691 45.502021,-122.969073 45.504842,-122.971714 45.505347,-122.972007 45.505401,-122.972897 45.50574,-122.974373 45.505731,-122.975461 45.505288,-122.976375 45.507528,-122.982074 45.507634,-122.981745 45.499298,-122.982426 45.498786,-122.983178 45.498543,-122.984626 45.498709,-122.985459 45.499162,-122.985993 45.499827,-122.986837 45.499962,-122.987581 45.499346,-122.987512 45.498661,-122.987159 45.497958,-122.987677 45.49776,-122.989277 45.499225,-122.991042548733 45.500390412904,-122.991061 45.500282,-122.991965 45.496931,-122.990981 45.493579,-122.990729 45.484229,-123.002205 45.484074,-123.002494 45.484669,-123.002566 45.484822,-123.002773 45.485113,-123.003444 45.485214,-123.008931 45.485154,-123.012016 45.48513,-123.013311 45.485114,-123.015186 45.48506,-123.022149 45.484856,-123.02237 45.484278,-123.022982 45.484024,-123.050385 45.484053,-123.084412 45.487761,-123.085846 45.489195,-123.090199 45.489545,-123.090664 45.491089,-123.091767 45.49225,-123.091454 45.493261,-123.091442 45.494633,-123.089116 45.496933,-123.089968 45.496341,-123.092324 45.497017,-123.095367 45.497212,-123.095687 45.496346,-123.093358 45.495071,-123.092279 45.493351,-123.092402 45.492593,-123.095039 45.493592,-123.096586 45.493327,-123.096245 45.492098,-123.099682 45.491446,-123.100548 45.490262,-123.10253 45.490162,-123.101937 45.491866,-123.104356 45.492928,-123.103736 45.493843,-123.105862 45.495239,-123.107312 45.495606,-123.109448 45.496575,-123.10918 45.497604,-123.106853 45.498032,-123.108551 45.499428,-123.109046 45.502147,-123.106538 45.503423,-123.107601 45.504602,-123.109694 45.504458,-123.108815 45.506006,-123.109747 45.509431,-123.111348 45.509863,-123.112091 45.509752,-123.112269 45.508224,-123.112914 45.508832,-123.113422 45.509328,-123.113821 45.509703,-123.113985 45.509915,-123.114564 45.510684,-123.115908 45.510884,-123.11589 45.511199,-123.115877 45.511511,-123.115816 45.512968,-123.116566 45.513541,-123.117182 45.51284,-123.117918 45.514687,-123.119292 45.514235,-123.119748 45.514504,-123.119247 45.515149,-123.120326 45.515682,-123.119781 45.516176,-123.120437 45.51643,-123.120664 45.516864,-123.122462 45.515119,-123.124462 45.515412,-123.125976 45.51631,-123.127062 45.515704,-123.128972 45.516966,-123.129369 45.518198,-123.130368 45.517987,-123.129686 45.519674,-123.128426 45.520308,-123.129632 45.520304,-123.129618 45.521149,-123.133342 45.521075,-123.133353 45.52352,-123.138806 45.523462,-123.138752 45.526743,-123.143547 45.527611,-123.143608 45.529694,-123.147152 45.531033,-123.149938 45.532787,-123.1506 45.53301,-123.15283 45.533194,-123.152766 45.534161,-123.153356 45.534687,-123.152452 45.537122,-123.15254 45.538876,-123.150198 45.538637,-123.150272 45.542243,-123.147372 45.542644,-123.14725 45.544262,-123.146696 45.545032,-123.133627 45.545358,-123.13397 45.542307,-123.133537 45.541873,-123.121621 45.541719,-123.121687 45.539461,-123.10759 45.539145,-123.107366 45.537198,-123.098741 45.536923,-123.098042 45.535863,-123.097561 45.547707,-123.093412 45.548468,-123.086281 45.54965,-123.073198 45.551786,-123.063904 45.551374,-123.064055 45.553519,-123.062489 45.555183,-123.061445 45.554501,-123.061121 45.553312,-123.059939 45.552964,-123.059456 45.551956,-123.0566 45.550838,-123.056884 45.549593,-123.056615 45.54937,-123.055185 45.548837,-123.055348 45.549206,-123.054903 45.549644,-123.053978 45.548748,-123.052366 45.548693,-123.054401 45.54823,-123.05443 45.547572,-123.053095 45.547724,-123.052299 45.54729,-123.051931 45.546852,-123.051649 45.545693,-123.050301 45.546134,-123.048725 45.545701,-123.048695 45.545088,-123.048032 45.544945,-123.046823 45.547026,-123.043852 45.546415,-123.044104 45.545856,-123.045129 45.545598,-123.043485 45.543573,-123.043853 45.543073,-123.044859 45.543245,-123.04447 45.541706,-123.044718 45.54075,-123.043984 45.540379,-123.043254 45.540481,-123.04164 45.539766,-123.038969 45.545799,-123.028152 45.545764,-123.028022 45.544464,-123.00688 45.544075,-123.005717 45.54378,-123.004645 45.543045,-123.003938643705 45.542871418526,-123.003821 45.543211,-123.002333 45.543053,-123.002274 45.543412,-123.003244 45.543805,-123.003226 45.544374,-123.003925 45.544628,-123.005378 45.545574,-123.004928 45.546155,-123.00653 45.546268,-123.005958 45.546556,-123.005956 45.546874,-123.00682 45.54703,-123.007176 45.54754,-123.007028 45.547948,-123.006036 45.548558,-123.005762 45.548822,-123.005404 45.548515,-123.004502 45.54837,-123.004338 45.548205,-123.004494 45.5476,-123.003963 45.547452,-123.003094 45.547532,-123.002164 45.547783,-123.002096 45.548407,-123.002767 45.548816,-123.003731 45.549014,-123.004084 45.549304,-123.003926 45.549613,-123.003164 45.549561,-123.002241 45.549654,-123.002138 45.550244,-123.001716 45.550221,-123.000886 45.549926,-122.999874 45.549928,-122.999591 45.550141,-122.998677 45.550853,-122.997226 45.550622,-122.996423 45.550557,-122.995412 45.55035,-122.966348 45.550402,-122.966097 45.55061,-122.965345 45.550931,-122.964441 45.551562,-122.96398 45.552,-122.96296 45.552611,-122.963053 45.55755,-122.958239 45.557594,-122.958292 45.562374,-122.954975 45.562308,-122.954976 45.561521,-122.952795 45.561539,-122.952781 45.56054,-122.94698 45.560619,-122.946857 45.560516,-122.939555 45.560529,-122.939563 45.561074,-122.937511 45.562139,-122.936229 45.562118,-122.936233 45.56191,-122.936205 45.561464,-122.935544 45.561359,-122.932533 45.56082,-122.932538 45.562111,-122.931725 45.562108,-122.931115 45.562106,-122.929135 45.562098,-122.926119 45.562087,-122.926083 45.565722,-122.921497 45.576896,-122.920104 45.576308,-122.917916 45.576201,-122.914733 45.576055,-122.912803 45.57587,-122.908582 45.574414,-122.90379 45.573379,-122.90027 45.571885,-122.897262 45.570572,-122.895476 45.568768,-122.894808 45.567234,-122.893927 45.566693,-122.891263 45.565222,-122.885748 45.562106,-122.88374 45.560976,-122.882373 45.560545,-122.872463 45.559082,-122.867214200586 45.5582964407969,-122.867038 45.569913,-122.866817 45.581592,-122.866866952598 45.59213,-122.867295 45.59213,-122.867199 45.606448,-122.877447 45.606412,-122.887667 45.606574,-122.887644 45.613582,-122.887541 45.620688,-122.908692 45.620984,-122.908866 45.628242,-122.908782 45.63545,-122.91843 45.63562,-122.928798 45.635533,-122.928772 45.657193,-122.928796 45.664386,-122.928902 45.671637,-122.928658 45.678664,-122.92884 45.699846,-122.928906 45.707495,-122.92885 45.721771,-122.92529 45.721734,-122.909069 45.721564,-122.898081 45.721578,-122.88784 45.721528,-122.861654 45.721568,-122.784347 45.721648,-122.784338 45.728874,-122.762533 45.728826,-122.76395 45.725164,-122.768073 45.71297,-122.770077 45.707368,-122.77218 45.701192,-122.774359 45.680874,-122.76617 45.663712,-122.763425 45.657428,-122.761981 45.656698,-122.762978 45.654442,-122.764505 45.6529,-122.765966 45.651424,-122.768124 45.649242,-122.770465 45.646208,-122.771233 45.645598,-122.773684 45.64365,-122.780105 45.64007,-122.78538 45.636182,-122.787472 45.634144,-122.787474 45.634144,-122.788407 45.633234,-122.788409 45.633232,-122.788425 45.633216,-122.789295 45.631618,-122.790098 45.63014,-122.790679 45.62697,-122.790681 45.626962,-122.790834 45.626124,-122.790802 45.62241,-122.790714 45.620246,-122.790549 45.6197,-122.789767 45.617114,-122.789499 45.616642,-122.789035 45.615824,-122.78842 45.614742,-122.788211 45.614376,-122.788136 45.614252,-122.787538 45.613282,-122.785958 45.610716,-122.785244 45.609556,-122.783551 45.606688,-122.782978 45.605716,-122.782477 45.604868,-122.780415 45.602104,-122.779918 45.601438,-122.779724 45.601172,-122.777869 45.59864,-122.777576 45.59824,-122.777563 45.598222,-122.776559 45.597064,-122.775469 45.595808,-122.774732 45.594956,-122.772364 45.592226,-122.772129 45.592022,-122.769286 45.589546,-122.768944 45.589246,-122.767995 45.58842,-122.766724 45.58738,-122.766477 45.587178,-122.763838 45.58502,-122.76216 45.584068,-122.761666 45.583788,-122.761057 45.583444,-122.759844 45.582756,-122.754736 45.580936,-122.754505 45.580854,-122.749429 45.579012,-122.747673 45.578092,-122.747619 45.578064,-122.747357 45.577928,-122.745443 45.576924,-122.744888 45.576564,-122.738392 45.572334,-122.737078 45.571336,-122.736871 45.571178,-122.736459 45.570864,-122.735334 45.570008,-122.733336 45.568288,-122.732697 45.567738,-122.731474 45.566684,-122.72984 45.565278,-122.726499 45.563176,-122.722358 45.56057,-122.718632 45.558776,-122.718143 45.558542,-122.716835 45.558004,-122.711164 45.555674,-122.710954 45.5556,-122.708711 45.554816,-122.702495 45.552496,-122.701819 45.552282,-122.699967 45.551694,-122.697661 45.55056,-122.694797 45.548148,-122.692811 45.54629,-122.69112 45.544706,-122.69075 45.54436,-122.690419 45.544108,-122.68793 45.542206,-122.684239 45.539385,-122.682635 45.538265,-122.67965 45.536295,-122.678354 45.53544,-122.67787 45.535085,-122.674585 45.532666,-122.674179 45.532367,-122.670307 45.529,-122.669748 45.528496,-122.668731 45.527577,-122.667643 45.526638,-122.667315 45.524178,-122.667394681286 45.5235116796812,-122.6170301 45.523274,-122.579156842957 45.5230905161352,-122.579295 45.603181,-122.550167 45.596528,-122.497275 45.584055,-122.488958 45.582404,-122.480577 45.58016,-122.473493 45.577976,-122.468836 45.575592,-122.460302 45.571236,-122.455271 45.568712,-122.434269 45.564252,-122.423151 45.56632,-122.408434 45.568272,-122.39134 45.574624,-122.381797 45.575474,-122.366191 45.573494,-122.352452 45.569408,-122.341064 45.559006,-122.335207 45.552382,-122.332393 45.549198,-122.294558 45.543548,-122.266965 45.543502,-122.200905 45.565072,-122.192727 45.572022,-122.182541 45.577712,-122.16441 45.580697,-122.159474 45.58151,-122.140798 45.583872,-122.134876 45.583594,-122.111659 45.581546,-122.10431 45.584024,-122.096481 45.58621,-122.064398 45.600694,-122.053626 45.60619,-122.039896 45.61088,-122.019774 45.615204,-122.003136 45.616488,-121.963826 45.632582,-121.960685 45.637188,-121.956403 45.642586,-121.951011 45.64481,-121.946981 45.644556,-121.940629 45.644366,-121.93263 45.645188,-121.922035 45.648998,-121.921846 45.610548,-121.916485 45.60752,-121.915252 45.605076,-121.913273 45.60128,-121.915516 45.598032,-121.915254 45.595776,-121.914794 45.594652,-121.915876 45.591832,-121.91594 45.591034,-121.917401 45.58809,-121.918083 45.58486,-121.916004 45.582754,-121.910595 45.581304,-121.913324 45.57891,-121.911163 45.576892,-121.913657 45.57089,-121.91233 45.567826,-121.907878 45.566728,-121.907555 45.564218,-121.907295 45.562912,-121.903795 45.56125,-121.901964 45.556352,-121.907169 45.551532,-121.91649 45.547706,-121.922168 45.546558,-121.917547 45.543886,-121.913682 45.538216,-121.913816 45.535204,-121.912169 45.532522,-121.911013 45.528162,-121.908456 45.525816,-121.906693 45.520934,-121.897893 45.516148,-121.889255 45.512484,-121.882853 45.51278,-121.874176 45.51575,-121.870058 45.514424,-121.868722 45.510678,-121.86773 45.508126,-121.865751 45.505612,-121.861316 45.502252,-121.858201 45.500966,-121.86011 45.497536,-121.859529 45.494718,-121.862971 45.491828,-121.857311 45.488118,-121.849693 45.485482,-121.847333 45.482312,-121.846572 45.4789,-121.84544 45.476904,-121.842063 45.47608,-121.836917 45.474702,-121.833881 45.471766,-121.830623 45.468808,-121.823369 45.46432,-121.819383 45.461096,-121.821771 45.459688,-122.013591 45.460453,-122.49584695561 45.4609549746786,-122.49582 45.460604,-122.57905 45.461153,-122.579155612019 45.5223769337615,-122.6343679 45.5226727,-122.667502090387 45.5226134905291,-122.667522 45.522447,-122.667663 45.521876,-122.66813 45.519996,-122.668242 45.51979,-122.669223 45.517988,-122.669707 45.516361,-122.670141 45.514462,-122.670271 45.513771,-122.670306 45.51265,-122.669473 45.510253,-122.668419 45.50832,-122.670544 45.507004,-122.671478 45.506311,-122.672101 45.505856,-122.672221 45.505779,-122.672448 45.505616,-122.672796 45.50544,-122.673294 45.505274,-122.673459 45.505229,-122.673698 45.505189,-122.674537 45.505157,-122.674608 45.50516,-122.674769 45.505171,-122.674968 45.505178,-122.675241 45.505197,-122.675477 45.505228,-122.677127 45.505456,-122.677279 45.505468,-122.677398 45.505478,-122.677497 45.505488,-122.678387 45.505603,-122.678888 45.505646,-122.679381 45.505707,-122.679806 45.505769,-122.680178 45.505845,-122.680476 45.505922,-122.680816 45.50602,-122.681055 45.506107,-122.681073 45.506114,-122.681085 45.506119,-122.681326 45.506209,-122.681705 45.506407,-122.682652 45.506919,-122.683302 45.507398,-122.683512 45.507532,-122.68391 45.507802,-122.684971 45.50852,-122.685172 45.50869,-122.686275 45.509388,-122.687186 45.510016,-122.68747 45.510286,-122.687725 45.510556,-122.687968 45.510848,-122.688281 45.511248,-122.688714 45.5119,-122.688979 45.512398,-122.689129 45.512834,-122.689175 45.513018,-122.689206 45.513208,-122.689234 45.513446,-122.689239 45.51363,-122.68924 45.513664,-122.689241 45.513696,-122.689233 45.513834,-122.689126 45.5142,-122.689053 45.514476,-122.688739 45.515104,-122.688571 45.515414,-122.688349 45.515812,-122.687975 45.516542,-122.687621 45.517194,-122.686859 45.518608,-122.686564 45.519216,-122.686302 45.519716,-122.686216 45.519882,-122.685867 45.52055,-122.685791 45.520686,-122.685545 45.521226,-122.685459 45.52142,-122.685451 45.521468,-122.685447 45.52149,-122.685434 45.521566,-122.685402 45.52177,-122.685409 45.521946,-122.685402 45.522108,-122.68542 45.52223,-122.685635 45.522778,-122.685804 45.523112,-122.68606 45.52311,-122.686266 45.523106,-122.686919 45.523098,-122.68721 45.52311,-122.68792 45.52314,-122.688292 45.523156,-122.688923 45.523188,-122.689926 45.523232,-122.69097 45.52329,-122.691975 45.52334,-122.692983 45.523382,-122.693659 45.523414,-122.693994 45.523436,-122.694745 45.523476,-122.695098 45.523494,-122.69603 45.523536,-122.696496 45.52356,-122.697089 45.523592,-122.697892 45.523654,-122.699234 45.523852,-122.699253 45.523856,-122.699715 45.523924,-122.700247 45.523998,-122.701059 45.52421,-122.70158 45.524342,-122.701727 45.52438,-122.701904 45.524418,-122.702062 45.524438,-122.702206 45.524448,-122.702417 45.52445,-122.703039 45.524422,-122.704014 45.524388,-122.704571 45.524368,-122.705172 45.52433,-122.705708 45.524292,-122.706202 45.524244,-122.707194 45.524144,-122.707522 45.524118,-122.707656 45.524108,-122.707794 45.524086,-122.707994 45.524046,-122.709442 45.523648,-122.709966 45.523498,-122.71094 45.523206,-122.711144 45.52315,-122.711166 45.523144,-122.711403 45.523078,-122.711721 45.522996,-122.712126 45.522928,-122.713486 45.522862,-122.714263 45.522834,-122.714604 45.522816,-122.714745 45.522806,-122.715034 45.522754,-122.715136 45.52272,-122.715238 45.52268,-122.715337 45.522638,-122.715432 45.52259,-122.715525 45.52254,-122.715614 45.522488,-122.715699 45.522432,-122.71578 45.522372,-122.716267 45.522084,-122.716352 45.522036,-122.716438 45.521992,-122.71653 45.521954,-122.716624 45.521918,-122.716722 45.521888,-122.716822 45.521864,-122.716924 45.521842,-122.717027 45.521828,-122.71713 45.521818,-122.717233 45.521812,-122.717338 45.521812,-122.717441 45.521818,-122.717541 45.521828,-122.717806 45.521862,-122.718409 45.521906,-122.718704 45.521898,-122.718935 45.521866,-122.71915 45.521814,-122.719344 45.521738,-122.719543 45.521608,-122.720309 45.52092,-122.721746 45.519616,-122.721845 45.51953,-122.721984 45.519444,-122.722123 45.51937,-122.722376 45.519252,-122.722787 45.51916,-122.723125 45.51913,-122.723475 45.519144,-122.723754 45.519196,-122.724059 45.51929,-122.725181 45.51971,-122.72519 45.519714,-122.725258 45.519738,-122.725534 45.51985,-122.725796 45.519922,-122.726009 45.519964,-122.726201 45.51999,-122.726444 45.520014,-122.726665 45.520024,-122.726843 45.52002,-122.72713 45.520004,-122.727362 45.519972,-122.727698 45.519904,-122.727965 45.519814,-122.728201 45.519716,-122.728338 45.51966,-122.728473 45.519584,-122.728697 45.51948,-122.728875 45.519392,-122.729055 45.5193,-122.72935 45.519164,-122.729712 45.519044,-122.729964 45.518982,-122.730389 45.518914,-122.730648 45.51888,-122.730929 45.51887,-122.731238 45.518892,-122.731338 45.518906,-122.731437 45.51892,-122.731535 45.518938,-122.733276 45.519284,-122.734807 45.519612,-122.735353 45.519728,-122.736023 45.519846,-122.736857 45.519796,-122.737136 45.51973,-122.73814 45.519426,-122.73862 45.519262,-122.739304 45.519044,-122.739307 45.519044,-122.740679 45.518606,-122.741207 45.518374,-122.741994 45.517914,-122.742857 45.517306,-122.742864 45.517302,-122.743243 45.517064,-122.743333782973 45.5170136935116,-122.743302 45.508175,-122.743228 45.487206,-122.742933 45.464357,-122.742848 45.464265,-122.74269 45.332429,-122.804426 45.33215,-122.80501 45.346577,-122.846283 45.346212,-122.84544 45.317588,-122.865573 45.317647,-122.865273 45.342745,-122.865378953435 45.3462496801667))"
